id,word,traditional,pinyin,pos,level,lexical_pattern,default_surface_pattern,sandhi_tags,surface_label_needs_clip_review,forvo_url
L7-0759,当务之急,當務之急,dāngwùzhījí,,7-9,1-4-1-2,1-4-1-2,,False,https://forvo.com/word/当务之急/#zh
L7-0760,当下,當下,dāngxià,Adv,7-9,1-4,1-4,,False,https://forvo.com/word/当下/#zh
L7-0761,当心,當心,dāngxīn,V,7-9,1-1,1-1,,False,https://forvo.com/word/当心/#zh
L7-0762,当着,當著,dāngzhe,,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/当着/#zh
L7-0763,当之无愧,當之無愧,dāngzhīwúkuì,,7-9,1-1-2-4,1-1-2-4,,False,https://forvo.com/word/当之无愧/#zh
L7-0764,当众,當眾,dāngzhòng,Adv,7-9,1-4,1-4,,False,https://forvo.com/word/当众/#zh
L7-0765,当晚,當晚,dàngwǎn,N,7-9,4-3,4-3,,False,https://forvo.com/word/当晚/#zh
L7-0766,当真,當真,dàngzhēn,V/Adv,7-9,4-1,4-1,,False,https://forvo.com/word/当真/#zh
L7-0767,荡漾,盪漾,dàngyàng,V,7-9,4-4,4-4,,False,https://forvo.com/word/荡漾/#zh
L7-0768,档次,檔次,dàngcì,N,7-9,4-4,4-4,,False,https://forvo.com/word/档次/#zh
L7-0769,导弹,導彈,dǎodàn,N,7-9,3-4,3-4,,False,https://forvo.com/word/导弹/#zh
L7-0770,导航,導航,dǎoháng,V,7-9,3-2,3-2,,False,https://forvo.com/word/导航/#zh
L7-0771,导火索,導火索,dǎohuǒsuǒ,N,7-9,3-3-3,2-2-3,third_tone_grouping_ambiguous;third_tone_sandhi,True,https://forvo.com/word/导火索/#zh
L7-0772,导师,導師,dǎoshī,N,7-9,3-1,3-1,,False,https://forvo.com/word/导师/#zh
L7-0773,导向,導向,dǎoxiàng,V/N,7-9,3-4,3-4,,False,https://forvo.com/word/导向/#zh
L7-0774,岛屿,島嶼,dǎoyǔ,N,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/岛屿/#zh
L7-0775,捣乱,搗亂,dǎoluàn,,7-9,3-4,3-4,,False,https://forvo.com/word/捣乱/#zh
L7-0776,倒卖,倒賣,dǎomài,V,7-9,3-4,3-4,,False,https://forvo.com/word/倒卖/#zh
L7-0777,倒霉,倒霉,dǎoméi,,7-9,3-2,3-2,,False,https://forvo.com/word/倒霉/#zh
L7-0778,倒塌,倒塌,dǎotā,V,7-9,3-1,3-1,,False,https://forvo.com/word/倒塌/#zh
L7-0779,倒下,倒下,dǎoxia,,7-9,3-4,3-4,,False,https://forvo.com/word/倒下/#zh
L7-0780,到头来,到頭來,dàotóulái,Adv,7-9,4-2-2,4-2-2,,False,https://forvo.com/word/到头来/#zh
L7-0781,到位,到位,dàowèi,,7-9,4-4,4-4,,False,https://forvo.com/word/到位/#zh
L7-0782,倒计时,倒計時,dàojìshí,V,7-9,4-4-2,4-4-2,,False,https://forvo.com/word/倒计时/#zh
L7-0783,倒数,倒數,dàoshǔ,V,7-9,4-3,4-3,,False,https://forvo.com/word/倒数/#zh
L7-0784,盗,盜,dào,V,7-9,4,4,,False,https://forvo.com/word/盗/#zh
L7-0785,盗窃,盜竊,dàoqiè,V,7-9,4-4,4-4,,False,https://forvo.com/word/盗窃/#zh
L7-0786,悼念,悼念,dàoniàn,V,7-9,4-4,4-4,,False,https://forvo.com/word/悼念/#zh
L7-0787,道具,道具,dàojù,N,7-9,4-4,4-4,,False,https://forvo.com/word/道具/#zh
L7-0788,稻草,稻草,dàocǎo,N,7-9,4-3,4-3,,False,https://forvo.com/word/稻草/#zh
L7-0789,得不偿失,得不償失,débùchángshī,,7-9,2-4-2-1,2-4-2-1,,False,https://forvo.com/word/得不偿失/#zh
L7-0790,得当,得當,dédàng,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/得当/#zh
L7-0791,得力,得力,délì,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/得力/#zh
L7-0792,得失,得失,déshī,N,7-9,2-1,2-1,,False,https://forvo.com/word/得失/#zh
L7-0793,得手,得手,déshǒu,Adj,7-9,2-3,2-3,,False,https://forvo.com/word/得手/#zh
L7-0794,得体,得體,détǐ,Adj,7-9,2-3,2-3,,False,https://forvo.com/word/得体/#zh
L7-0795,得天独厚,得天獨厚,détiāndúhòu,,7-9,2-1-2-4,2-1-2-4,,False,https://forvo.com/word/得天独厚/#zh
L7-0796,得益于,得益於,déyì yú,,7-9,2-4-2,2-4-2,,False,https://forvo.com/word/得益于/#zh
L7-0797,得意扬扬,得意揚揚,déyì-yángyáng,,7-9,2-4-2-2,2-4-2-2,,False,https://forvo.com/word/得意扬扬/#zh
L7-0798,得知,得知,dézhī,V,7-9,2-1,2-1,,False,https://forvo.com/word/得知/#zh
L7-0799,得罪,得罪,dézuì,V,7-9,2-4,2-4,,False,https://forvo.com/word/得罪/#zh
L7-0800,德,德,dé,N,7-9,2,2,,False,https://forvo.com/word/德/#zh
L7-0801,灯笼,燈籠,dēnglong,N,7-9,1-2,1-2,,False,https://forvo.com/word/灯笼/#zh
L7-0802,灯泡,燈泡,dēngpào,N,7-9,1-4,1-4,,False,https://forvo.com/word/灯泡/#zh
L7-0803,登机,登機,dēngjī,V,7-9,1-1,1-1,,False,https://forvo.com/word/登机/#zh
L7-0804,登陆,登陸,dēnglù,,7-9,1-4,1-4,,False,https://forvo.com/word/登陆/#zh
L7-0805,蹬,蹬,dēng,V,7-9,1,1,,False,https://forvo.com/word/蹬/#zh
L7-0806,凳子,凳子,dèngzi,N,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/凳子/#zh
L7-0807,瞪,瞪,dèng,V,7-9,4,4,,False,https://forvo.com/word/瞪/#zh
L7-0808,低调,低調,dīdiào,N/Adj,7-9,1-4,1-4,,False,https://forvo.com/word/低调/#zh
L7-0809,低估,低估,dīgū,V,7-9,1-1,1-1,,False,https://forvo.com/word/低估/#zh
L7-0810,低谷,低谷,dīgǔ,N,7-9,1-3,1-3,,False,https://forvo.com/word/低谷/#zh
L7-0811,低价,低價,dījià,N,7-9,1-4,1-4,,False,https://forvo.com/word/低价/#zh
L7-0812,低迷,低迷,dīmí,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/低迷/#zh
L7-0813,低碳,低碳,dītàn,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/低碳/#zh
L7-0814,低下,低下,dīxià,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/低下/#zh
L7-0815,堤,堤,dī,N,7-9,1,1,,False,https://forvo.com/word/堤/#zh
L7-0816,堤坝,堤壩,dībà,N,7-9,1-4,1-4,,False,https://forvo.com/word/堤坝/#zh
L7-0817,提防,提防,dīfang,V,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/提防/#zh
L7-0818,笛子,笛子,dízi,N,7-9,2-N,2-N,neutral_tone,False,https://forvo.com/word/笛子/#zh
L7-0819,抵触,抵觸,dǐchù,V,7-9,3-4,3-4,,False,https://forvo.com/word/抵触/#zh
L7-0820,抵挡,抵擋,dǐdǎng,V,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/抵挡/#zh
L7-0821,抵消,抵消,dǐxiāo,V,7-9,3-1,3-1,,False,https://forvo.com/word/抵消/#zh
L7-0822,抵押,抵押,dǐyā,V,7-9,3-1,3-1,,False,https://forvo.com/word/抵押/#zh
L7-0823,抵御,抵禦,dǐyù,V,7-9,3-4,3-4,,False,https://forvo.com/word/抵御/#zh
L7-0824,抵制,抵制,dǐzhì,V,7-9,3-4,3-4,,False,https://forvo.com/word/抵制/#zh
L7-0825,底层,底層,dǐcéng,N,7-9,3-2,3-2,,False,https://forvo.com/word/底层/#zh
L7-0826,底线,底線,dǐxiàn,N,7-9,3-4,3-4,,False,https://forvo.com/word/底线/#zh
L7-0827,底蕴,底蘊,dǐyùn,N,7-9,3-4,3-4,,False,https://forvo.com/word/底蕴/#zh
L7-0828,底子,底子,dǐzi,N,7-9,3-N,3-N,neutral_tone,False,https://forvo.com/word/底子/#zh
L7-0829,地步,地步,dìbù,N,7-9,4-4,4-4,,False,https://forvo.com/word/地步/#zh
L7-0830,地道,地道,dìdào,N,7-9,4-4,4-4,,False,https://forvo.com/word/地道/#zh
L7-0831,地道,地道,dìdao,Adj,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/地道/#zh
L7-0832,地段,地段,dìduàn,N,7-9,4-4,4-4,,False,https://forvo.com/word/地段/#zh
L7-0833,地理,地理,dìlǐ,N,7-9,4-3,4-3,,False,https://forvo.com/word/地理/#zh
L7-0834,地毯,地毯,dìtǎn,N,7-9,4-3,4-3,,False,https://forvo.com/word/地毯/#zh
L7-0835,地下水,地下水,dìxiàshuǐ,N,7-9,4-4-3,4-4-3,,False,https://forvo.com/word/地下水/#zh
L7-0836,地狱,地獄,dìyù,N,7-9,4-4,4-4,,False,https://forvo.com/word/地狱/#zh
L7-0837,地域,地域,dìyù,N,7-9,4-4,4-4,,False,https://forvo.com/word/地域/#zh
L7-0838,地质,地質,dìzhì,N,7-9,4-4,4-4,,False,https://forvo.com/word/地质/#zh
L7-0839,弟子,弟子,dìzǐ,N,7-9,4-3,4-3,,False,https://forvo.com/word/弟子/#zh
L7-0840,帝国,帝國,dìguó,N,7-9,4-2,4-2,,False,https://forvo.com/word/帝国/#zh
L7-0841,帝国主义,帝國主義,dìguó zhǔyì,,7-9,4-2-3-4,4-2-3-4,,False,https://forvo.com/word/帝国主义/#zh
L7-0842,递交,遞交,dìjiāo,V,7-9,4-1,4-1,,False,https://forvo.com/word/递交/#zh
L7-0843,第一手,第一手,dìyīshǒu,Adj,7-9,4-1-3,4-1-3,,False,https://forvo.com/word/第一手/#zh
L7-0844,第一线,第一線,dìyīxiàn,N,7-9,4-1-4,4-1-4,,False,https://forvo.com/word/第一线/#zh
L7-0845,颠倒,顛倒,diāndǎo,V,7-9,1-3,1-3,,False,https://forvo.com/word/颠倒/#zh
L7-0846,颠覆,顛覆,diānfù,V,7-9,1-4,1-4,,False,https://forvo.com/word/颠覆/#zh
L7-0847,巅峰,巔峰,diānfēng,N,7-9,1-1,1-1,,False,https://forvo.com/word/巅峰/#zh
L7-0848,典范,典範,diǎnfàn,N,7-9,3-4,3-4,,False,https://forvo.com/word/典范/#zh
L7-0849,点火,點火,diǎnhuǒ,,7-9,3-3,2-3,third_tone_sandhi,False,https://forvo.com/word/点火/#zh
L7-0850,点击率,點擊率,diǎnjīlǜ,N,7-9,3-1-4,3-1-4,,False,https://forvo.com/word/点击率/#zh
L7-0851,点评,點評,diǎnpíng,V/N,7-9,3-2,3-2,,False,https://forvo.com/word/点评/#zh
L7-0852,点心,點心,diǎnxin,N,7-9,3-N,3-N,neutral_tone,False,https://forvo.com/word/点心/#zh
L7-0853,点缀,點綴,diǎnzhuì,V,7-9,3-4,3-4,,False,https://forvo.com/word/点缀/#zh
L7-0854,点子,點子,diǎnzi,N,7-9,3-N,3-N,neutral_tone,False,https://forvo.com/word/点子/#zh
L7-0855,电报,電報,diànbào,N,7-9,4-4,4-4,,False,https://forvo.com/word/电报/#zh
L7-0856,电铃,電鈴,diànlíng,N,7-9,4-2,4-2,,False,https://forvo.com/word/电铃/#zh
L7-0857,电网,電網,diànwǎng,N,7-9,4-3,4-3,,False,https://forvo.com/word/电网/#zh
L7-0858,电线,電線,diànxiàn,N,7-9,4-4,4-4,,False,https://forvo.com/word/电线/#zh
L7-0859,电信,電信,diànxìn,N,7-9,4-4,4-4,,False,https://forvo.com/word/电信/#zh
L7-0860,电讯,電訊,diànxùn,N,7-9,4-4,4-4,,False,https://forvo.com/word/电讯/#zh
L7-0861,垫,墊,diàn,V,7-9,4,4,,False,https://forvo.com/word/垫/#zh
L7-0862,垫底,墊底,diàndǐ,,7-9,4-3,4-3,,False,https://forvo.com/word/垫底/#zh
L7-0863,垫子,墊子,diànzi,N,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/垫子/#zh
L7-0864,淀粉,澱粉,diànfěn,N,7-9,4-3,4-3,,False,https://forvo.com/word/淀粉/#zh
L7-0865,惦记,惦記,diànjì,V,7-9,4-4,4-4,,False,https://forvo.com/word/惦记/#zh
L7-0866,奠定,奠定,diàndìng,V,7-9,4-4,4-4,,False,https://forvo.com/word/奠定/#zh
L7-0867,殿堂,殿堂,diàntáng,N,7-9,4-2,4-2,,False,https://forvo.com/word/殿堂/#zh
L7-0868,刁难,刁難,diāonàn,V,7-9,1-4,1-4,,False,https://forvo.com/word/刁难/#zh
L7-0869,叼,叼,diāo,V,7-9,1,1,,False,https://forvo.com/word/叼/#zh
L7-0870,雕,雕,diāo,V,7-9,1,1,,False,https://forvo.com/word/雕/#zh
L7-0871,雕刻,雕刻,diāokè,V/N,7-9,1-4,1-4,,False,https://forvo.com/word/雕刻/#zh
L7-0872,雕塑,雕塑,diāosù,V/N,7-9,1-4,1-4,,False,https://forvo.com/word/雕塑/#zh
L7-0873,吊销,吊銷,diàoxiāo,V,7-9,4-1,4-1,,False,https://forvo.com/word/吊销/#zh
L7-0874,钓鱼,釣魚,diàoyú,V,7-9,4-2,4-2,,False,https://forvo.com/word/钓鱼/#zh
L7-0875,调度,調度,diàodù,V/N,7-9,4-4,4-4,,False,https://forvo.com/word/调度/#zh
L7-0876,掉队,掉隊,diàoduì,,7-9,4-4,4-4,,False,https://forvo.com/word/掉队/#zh
L7-0877,掉头,掉頭,diàotóu,,7-9,4-2,4-2,,False,https://forvo.com/word/掉头/#zh
L7-0878,爹,爹,diē,N,7-9,1,1,,False,https://forvo.com/word/爹/#zh
L7-0879,迭起,迭起,diéqǐ,V,7-9,2-3,2-3,,False,https://forvo.com/word/迭起/#zh
L7-0880,叠,疊,dié,V,7-9,2,2,,False,https://forvo.com/word/叠/#zh
L7-0881,丁,丁,dīng,N,7-9,1,1,,False,https://forvo.com/word/丁/#zh
L7-0882,叮嘱,叮囑,dīngzhǔ,V,7-9,1-3,1-3,,False,https://forvo.com/word/叮嘱/#zh
L7-0883,盯,盯,dīng,V,7-9,1,1,,False,https://forvo.com/word/盯/#zh
L7-0884,钉子,釘子,dīngzi,N,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/钉子/#zh
L7-0885,顶多,頂多,dǐngduō,Adv,7-9,3-1,3-1,,False,https://forvo.com/word/顶多/#zh
L7-0886,顶级,頂級,dǐngjí,Adj,7-9,3-2,3-2,,False,https://forvo.com/word/顶级/#zh
L7-0887,顶尖,頂尖,dǐngjiān,N/Adj,7-9,3-1,3-1,,False,https://forvo.com/word/顶尖/#zh
L7-0888,订单,訂單,dìngdān,N,7-9,4-1,4-1,,False,https://forvo.com/word/订单/#zh
L7-0889,订购,訂購,dìnggòu,V,7-9,4-4,4-4,,False,https://forvo.com/word/订购/#zh
L7-0890,订婚,訂婚,dìnghūn,,7-9,4-1,4-1,,False,https://forvo.com/word/订婚/#zh
L7-0891,订立,訂立,dìnglì,V,7-9,4-4,4-4,,False,https://forvo.com/word/订立/#zh
L7-0892,钉,釘,dìng,V,7-9,4,4,,False,https://forvo.com/word/钉/#zh
L7-0893,定金,定金,dìngjīn,N,7-9,4-1,4-1,,False,https://forvo.com/word/定金/#zh
L7-0894,定居,定居,dìngjū,,7-9,4-1,4-1,,False,https://forvo.com/word/定居/#zh
L7-0895,定论,定論,dìnglùn,N,7-9,4-4,4-4,,False,https://forvo.com/word/定论/#zh
L7-0896,定为,定為,dìngwéi,,7-9,4-2,4-2,,False,https://forvo.com/word/定为/#zh
L7-0897,定向,定向,dìngxiàng,V,7-9,4-4,4-4,,False,https://forvo.com/word/定向/#zh
L7-0898,定心丸,定心丸,dìngxīnwán,N,7-9,4-1-2,4-1-2,,False,https://forvo.com/word/定心丸/#zh
L7-0899,定义,定義,dìngyì,N,7-9,4-4,4-4,,False,https://forvo.com/word/定义/#zh
L7-0900,定做,定做,dìngzuò,V,7-9,4-4,4-4,,False,https://forvo.com/word/定做/#zh
L7-0901,丢掉,丟掉,diūdiào,V,7-9,1-4,1-4,,False,https://forvo.com/word/丢掉/#zh
L7-0902,丢脸,丟臉,diūliǎn,,7-9,1-3,1-3,,False,https://forvo.com/word/丢脸/#zh
L7-0903,丢弃,丟棄,diūqì,V,7-9,1-4,1-4,,False,https://forvo.com/word/丢弃/#zh
L7-0904,丢人,丟人,diūrén,,7-9,1-2,1-2,,False,https://forvo.com/word/丢人/#zh
L7-0905,丢失,丟失,diūshī,V,7-9,1-1,1-1,,False,https://forvo.com/word/丢失/#zh
L7-0906,东奔西走,東奔西走,dōngbēn-xīzǒu,,7-9,1-1-1-3,1-1-1-3,,False,https://forvo.com/word/东奔西走/#zh
L7-0907,东道主,東道主,dōngdàozhǔ,N,7-9,1-4-3,1-4-3,,False,https://forvo.com/word/东道主/#zh
L7-0908,东张西望,東張西望,dōngzhāng-xīwàng,,7-9,1-1-1-4,1-1-1-4,,False,https://forvo.com/word/东张西望/#zh
L7-0909,董事,董事,dǒngshì,N,7-9,3-4,3-4,,False,https://forvo.com/word/董事/#zh
L7-0910,董事会,董事會,dǒngshìhuì,N,7-9,3-4-4,3-4-4,,False,https://forvo.com/word/董事会/#zh
L7-0911,董事长,董事長,dǒngshìzhǎng,N,7-9,3-4-3,3-4-3,,False,https://forvo.com/word/董事长/#zh
L7-0912,懂事,懂事,dǒngshì,,7-9,3-4,3-4,,False,https://forvo.com/word/懂事/#zh
L7-0913,动不动,動不動,dòngbudòng,Adv,7-9,4-N-4,4-N-4,bu_a_not_a;neutral_tone,False,https://forvo.com/word/动不动/#zh
L7-0914,动荡,動盪,dòngdàng,V/Adj,7-9,4-4,4-4,,False,https://forvo.com/word/动荡/#zh
L7-0915,动感,動感,dònggǎn,N,7-9,4-3,4-3,,False,https://forvo.com/word/动感/#zh
L7-0916,动工,動工,dònggōng,,7-9,4-1,4-1,,False,https://forvo.com/word/动工/#zh
L7-0917,动静,動靜,dòngjing,N,7-9,4-4,4-4,,False,https://forvo.com/word/动静/#zh
L7-0918,动脉,動脈,dòngmài,N,7-9,4-4,4-4,,False,https://forvo.com/word/动脉/#zh
L7-0919,动身,動身,dòngshēn,,7-9,4-1,4-1,,False,https://forvo.com/word/动身/#zh
L7-0920,动弹,動彈,dòngtan,V,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/动弹/#zh
L7-0921,动听,動聽,dòngtīng,Adj,7-9,4-1,4-1,,False,https://forvo.com/word/动听/#zh
L7-0922,动向,動向,dòngxiàng,N,7-9,4-4,4-4,,False,https://forvo.com/word/动向/#zh
L7-0923,动用,動用,dòngyòng,V,7-9,4-4,4-4,,False,https://forvo.com/word/动用/#zh
L7-0924,冻结,凍結,dòngjié,V,7-9,4-2,4-2,,False,https://forvo.com/word/冻结/#zh
L7-0925,栋,棟,dòng,M,7-9,4,4,,False,https://forvo.com/word/栋/#zh
L7-0926,栋梁,棟梁,dòngliáng,N,7-9,4-2,4-2,,False,https://forvo.com/word/栋梁/#zh
L7-0927,兜,兜,dōu,V,7-9,1,1,,False,https://forvo.com/word/兜/#zh
L7-0928,兜儿,兜兒,dōur,N,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/兜儿/#zh
L7-0929,兜售,兜售,dōushòu,V,7-9,1-4,1-4,,False,https://forvo.com/word/兜售/#zh
L7-0930,抖,抖,dǒu,V,7-9,3,3,,False,https://forvo.com/word/抖/#zh
L7-0931,陡,陡,dǒu,Adj,7-9,3,3,,False,https://forvo.com/word/陡/#zh
L7-0932,斗,鬥,dòu,V,7-9,4,4,,False,https://forvo.com/word/斗/#zh
L7-0933,斗志,鬥志,dòuzhì,N,7-9,4-4,4-4,,False,https://forvo.com/word/斗志/#zh
L7-0934,豆浆,豆漿,dòujiāng,N,7-9,4-1,4-1,,False,https://forvo.com/word/豆浆/#zh
L7-0935,豆子,豆子,dòuzi,N,7-9,4-N,4-N,neutral_tone,False,https://forvo.com/word/豆子/#zh
L7-0936,逗,逗,dòu,V/Adj,7-9,4,4,,False,https://forvo.com/word/逗/#zh
L7-0937,都会,都會,dūhuì,N,7-9,1-4,1-4,,False,https://forvo.com/word/都会/#zh
L7-0938,督促,督促,dūcù,V,7-9,1-4,1-4,,False,https://forvo.com/word/督促/#zh
L7-0939,独,獨,dú,Adv,7-9,2,2,,False,https://forvo.com/word/独/#zh
L7-0940,独唱,獨唱,dúchàng,V,7-9,2-4,2-4,,False,https://forvo.com/word/独唱/#zh
L7-0941,独家,獨家,dújiā,N,7-9,2-1,2-1,,False,https://forvo.com/word/独家/#zh
L7-0942,独立自主,獨立自主,dúlì-zìzhǔ,,7-9,2-4-4-3,2-4-4-3,,False,https://forvo.com/word/独立自主/#zh
L7-0943,独身,獨身,dúshēn,V,7-9,2-1,2-1,,False,https://forvo.com/word/独身/#zh
L7-0944,独一无二,獨一無二,dúyī-wú'èr,,7-9,2-1-2-4,2-4-2-4,yi_before_non_t4,False,https://forvo.com/word/独一无二/#zh
L7-0945,堵塞,堵塞,dǔsè,V,7-9,3-4,3-4,,False,https://forvo.com/word/堵塞/#zh
L7-0946,杜绝,杜絕,dùjué,V,7-9,4-2,4-2,,False,https://forvo.com/word/杜绝/#zh
L7-0947,妒忌,妒忌,dùjì,V,7-9,4-4,4-4,,False,https://forvo.com/word/妒忌/#zh
L7-0948,度（知名度）,度（知名度）,dù(zhīmíngdù),Suffix,7-9,4,4,,False,https://forvo.com/word/度（知名度）/#zh
L7-0949,度假,度假,dùjià,V,7-9,4-4,4-4,,False,https://forvo.com/word/度假/#zh
L7-0950,渡过,渡過,dùguò,,7-9,4-4,4-4,,False,https://forvo.com/word/渡过/#zh
L7-0951,端正,端正,duānzhèng,Adj/V,7-9,1-4,1-4,,False,https://forvo.com/word/端正/#zh
L7-0952,短缺,短缺,duǎnquē,V,7-9,3-1,3-1,,False,https://forvo.com/word/短缺/#zh
L7-0953,短暂,短暫,duǎnzàn,Adj,7-9,3-4,3-4,,False,https://forvo.com/word/短暂/#zh
L7-0954,段落,段落,duànluò,N,7-9,4-4,4-4,,False,https://forvo.com/word/段落/#zh
L7-0955,断定,斷定,duàndìng,V,7-9,4-4,4-4,,False,https://forvo.com/word/断定/#zh
L7-0956,断断续续,斷斷續續,duànduànxùxù,Adj,7-9,4-4-4-4,4-4-4-4,,False,https://forvo.com/word/断断续续/#zh
L7-0957,断裂,斷裂,duànliè,V,7-9,4-4,4-4,,False,https://forvo.com/word/断裂/#zh
L7-0958,堆砌,堆砌,duīqì,V,7-9,1-4,1-4,,False,https://forvo.com/word/堆砌/#zh
L7-0959,队形,隊形,duìxíng,N,7-9,4-2,4-2,,False,https://forvo.com/word/队形/#zh
L7-0960,对白,對白,duìbái,N,7-9,4-2,4-2,,False,https://forvo.com/word/对白/#zh
L7-0961,对策,對策,duìcè,N,7-9,4-4,4-4,,False,https://forvo.com/word/对策/#zh
L7-0962,对称,對稱,duìchèn,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/对称/#zh
L7-0963,对得起,對得起,duìdeqǐ,V,7-9,4-N-3,4-N-3,neutral_tone,False,https://forvo.com/word/对得起/#zh
L7-0964,对联,對聯,duìlián,N,7-9,4-2,4-2,,False,https://forvo.com/word/对联/#zh
L7-0965,对弈,對弈,duìyì,V,7-9,4-4,4-4,,False,https://forvo.com/word/对弈/#zh
L7-0966,对照,對照,duìzhào,V,7-9,4-4,4-4,,False,https://forvo.com/word/对照/#zh
L7-0967,对峙,對峙,duìzhì,V,7-9,4-4,4-4,,False,https://forvo.com/word/对峙/#zh
L7-0968,对准,對準,duìzhǔn,,7-9,4-3,4-3,,False,https://forvo.com/word/对准/#zh
L7-0969,兑换,兌換,duìhuàn,V,7-9,4-4,4-4,,False,https://forvo.com/word/兑换/#zh
L7-0970,兑现,兌現,duìxiàn,V,7-9,4-4,4-4,,False,https://forvo.com/word/兑现/#zh
L7-0971,敦促,敦促,dūncù,V,7-9,1-4,1-4,,False,https://forvo.com/word/敦促/#zh
L7-0972,敦厚,敦厚,dūnhòu,Adj,7-9,1-4,1-4,,False,https://forvo.com/word/敦厚/#zh
L7-0973,炖,燉,dùn,V,7-9,4,4,,False,https://forvo.com/word/炖/#zh
L7-0974,顿时,頓時,dùnshí,Adv,7-9,4-2,4-2,,False,https://forvo.com/word/顿时/#zh
L7-0975,多边,多邊,duōbiān,Adj,7-9,1-1,1-1,,False,https://forvo.com/word/多边/#zh
L7-0976,多功能,多功能,duōgōngnéng,Adj,7-9,1-1-2,1-1-2,,False,https://forvo.com/word/多功能/#zh
L7-0977,多亏,多虧,duōkuī,V,7-9,1-1,1-1,,False,https://forvo.com/word/多亏/#zh
L7-0978,多劳多得,多勞多得,duōláo-duōdé,,7-9,1-2-1-2,1-2-1-2,,False,https://forvo.com/word/多劳多得/#zh
L7-0979,多年来,多年來,duō nián lái,,7-9,1-2-2,1-2-2,,False,https://forvo.com/word/多年来/#zh
L7-0980,多心,多心,duōxīn,,7-9,1-1,1-1,,False,https://forvo.com/word/多心/#zh
L7-0981,多余,多餘,duōyú,V/Adj,7-9,1-2,1-2,,False,https://forvo.com/word/多余/#zh
L7-0982,多元,多元,duōyuán,Adj,7-9,1-2,1-2,,False,https://forvo.com/word/多元/#zh
L7-0983,哆嗦,哆嗦,duōsuo,V,7-9,1-N,1-N,neutral_tone,False,https://forvo.com/word/哆嗦/#zh
L7-0984,夺冠,奪冠,duóguàn,,7-9,2-4,2-4,,False,https://forvo.com/word/夺冠/#zh
L7-0985,夺魁,奪魁,duókuí,,7-9,2-2,2-2,,False,https://forvo.com/word/夺魁/#zh
L7-0986,躲避,躲避,duǒbì,V,7-9,3-4,3-4,,False,https://forvo.com/word/躲避/#zh
L7-0987,躲藏,躲藏,duǒcáng,V,7-9,3-2,3-2,,False,https://forvo.com/word/躲藏/#zh
L7-0988,舵手,舵手,duòshǒu,N,7-9,4-3,4-3,,False,https://forvo.com/word/舵手/#zh
L7-0989,堕落,墮落,duòluò,V,7-9,4-4,4-4,,False,https://forvo.com/word/堕落/#zh
L7-0990,讹诈,訛詐,ézhà,V,7-9,2-4,2-4,,False,https://forvo.com/word/讹诈/#zh
L7-0991,俄语,俄語,Éyǔ,N,7-9,2-3,2-3,,False,https://forvo.com/word/俄语/#zh
L7-0992,鹅,鵝,é,N,7-9,2,2,,False,https://forvo.com/word/鹅/#zh
L7-0993,额外,額外,éwài,Adj,7-9,2-4,2-4,,False,https://forvo.com/word/额外/#zh
L7-0994,厄运,厄運,èyùn,N,7-9,4-4,4-4,,False,https://forvo.com/word/厄运/#zh
L7-0995,恶,惡,è,Adj,7-9,4,4,,False,https://forvo.com/word/恶/#zh
L7-0996,恶化,惡化,èhuà,V,7-9,4-4,4-4,,False,https://forvo.com/word/恶化/#zh
L7-0997,恶劣,惡劣,èliè,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/恶劣/#zh
L7-0998,恶性,惡性,èxìng,Adj,7-9,4-4,4-4,,False,https://forvo.com/word/恶性/#zh
L7-0999,恶意,惡意,èyì,N,7-9,4-4,4-4,,False,https://forvo.com/word/恶意/#zh
L7-1000,遏制,遏制,èzhì,V,7-9,4-4,4-4,,False,https://forvo.com/word/遏制/#zh
L7-1001,鳄鱼,鱷魚,èyú,N,7-9,4-2,4-2,,False,https://forvo.com/word/鳄鱼/#zh
L7-1002,恩赐,恩賜,ēncì,V,7-9,1-4,1-4,,False,https://forvo.com/word/恩赐/#zh
L7-1003,恩惠,恩惠,ēnhuì,N,7-9,1-4,1-4,,False,https://forvo.com/word/恩惠/#zh
L7-1004,恩情,恩情,ēnqíng,N,7-9,1-2,1-2,,False,https://forvo.com/word/恩情/#zh
L7-1005,恩怨,恩怨,ēnyuàn,N,7-9,1-4,1-4,,False,https://forvo.com/word/恩怨/#zh
